web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,image
"1781563367-244","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T1 para arrendamento","1.250 €","Canidelo - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-245","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T1 Mobilado em Almada","1.000 €","Almada, Cova Da Piedade, Pragal E Cacilhas - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-246","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Excelente apartamento no Centro da Histórico","850 €","União de Freguesias da cidade de Santarém - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-247","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Arrendo T1 Centro do Porto - Apartamento Mobilado com Jardim","1.000 €Negociável","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-248","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apt. T1 Moderno | Universidade Minho Guimarães","650 €","Azurém - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-249","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Estúdio - localizado em Montarroio Coimbra","550 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563367-250","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=21","Apartamento T1 para arrendamento","1.200 €","Estrela - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-251","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","T2 remodelado, perto do metro de Moscavide, Parque das Nações","1.350 €","Estrela - 13 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/8ensxwkw3bpf3-PT/image;s=538x359;q=50"
"1781563370-252","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T3 Arrendamento em Santarém (Marvila), Santa Iria da Ribei","1.300 €","União de Freguesias da cidade de Santarém - 14 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/jd0myga6dgzj3-PT/image;s=538x359;q=50"
"1781563370-253","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 para arrendamento","800 €","Azurém - 14 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/429hlvsnqt1b1-PT/image;s=539x359;q=50"
"1781563370-254","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T 2 Alta de Lisboa","1.500 €Negociável","Lisboa - Hoje às 17:40","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/2jl824qx2akf2-PT/image;s=638x359;q=50"
"1781563370-255","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 para arrendamento","1.100 €","Vila Nova de Cacela - 11 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/41o6kogvn7ek3-PT/image;s=510x383;q=50"
"1781563370-256","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 com bastante Luz Natural, na Torre da Marinha - Seixal","1.200 €","Seixal, Arrentela E Aldeia De Paio Pires - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-257","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T3 para arrendamento","1.300 €","Póvoa De Santa Iria E Forte Da Casa - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-258","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T3 para arrendar em Alcântara","1.563 €","Alcântara - Hoje às 16:01","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-259","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento para arrendar na Praça das flores/príncipe real T1+1","1.200 €","Misericórdia - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-260","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T1 Duplex, Bairro Alto em Lisboa.","1.150 €","Misericórdia - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-261","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","T2 em Lisboa | garagem | arrecadação | 5 roupeiros","1.400 €","Lumiar - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-262","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento (T2) Para Arrendamento De Qualidade Superior","700 €","Azurém - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-263","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T3, Centro da Benedita","750 €","Benedita - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-264","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T1 mobilado, novo a estrear no Príncipe Real, Junto ao ...","7.518 €","Santo António - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-265","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 junto da Universidade","750 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-266","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 para arrendamento","1.250 €","Alfragide - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-267","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T3 para arrendamento","980 €","Leiria, Pousos, Barreira E Cortes - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-268","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","T2 para arrendar em Esposende","850 €","Esposende, Marinhas E Gandra - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-269","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Arrendamento T3 Quinta da Bela Vista em Gaia","1.300 €Negociável","Canidelo - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-270","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 para arrendamento","950 €","Águeda E Borralha - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-271","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T0 + 1 - Novo com Varanda – Rua do Bonjardim, Porto","900 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-272","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","T2 totalmente mobilado com Terraço e Estacionamento | Quinta do Almira","1.490 €","Santo António Dos Cavaleiros E Frielas - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-273","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","T2 C/ Vista Mar Quarteira","850 €","Quarteira - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-274","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 - Centro Queijas","1.300 €","Carnaxide E Queijas - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-275","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","T3+1 para arrendamento c/ 2 varandas | Lordelo do Ouro","1.350 €","Lordelo Do Ouro E Massarelos - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-276","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T3 para arrendar","1.600 €","Campo De Ourique - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-277","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento Renovado e Mobilado na Av. João Crisóstomo, Lisboa","4.000 €","Avenidas Novas - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-278","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 novo em Coimbra com varanda, vista Rio e parqueament...","1.300 €","Santa Clara E Castelo Viegas - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-279","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","T2 arrendar - Arruda dos Vinhos","1.000 €","Arruda dos Vinhos - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-280","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 para arrendamento","1.500 €","Alvalade - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-281","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","T2 Totalmente Renovado em Frente à Estação da Trindade","1.300 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 18:31","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-282","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","RESERVADO * Arrendo Apartamento junto ao Intermarche","650 €","Mateus - Para o topo a 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-283","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Excelente T2 em Viseu – A/C, Varanda e Lugar de Garagem","900 €","Viseu - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-284","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 para arrendamento","1.150 €","Beato - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-285","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Alugo apartamento T2 Póvoa de Varzim","850 €","Póvoa De Varzim, Beiriz E Argivai - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-286","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","T1 em frente ao metro da ameixoeira com despesas incluídas","1.200 €","Lumiar - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-287","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Aluga-se apartamento T3 Em Vila nogueira de Azeitão mobilado e pronto a habitar","1.300 €","Azeitão (São Lourenço E São Simão) - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-288","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Exclusividade, conforto e sofisticação no coração de Lisboa.","7.500 €","Arroios - Hoje às 10:45","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-289","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 novo","1.500 €","Vila Nova De Famalicão E Calendário - Hoje às 11:15","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563370-290","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=19","Apartamento T2 na Baixa / Centro de Setúbal - Av dos Combatentes da...","1.250 €","Setúbal (São Julião, Nossa Senhora Da Anunciada E Santa Maria Da Graça) - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563374-291","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=18","Apartamento T2 Arrendamento em Leiria, Pousos, Barreira e Cortes,Leiri","950 €","Leiria, Pousos, Barreira E Cortes - 09 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/9ib8040ttr2v2-PT/image;s=510x383;q=50"
"1781563374-292","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=18","Apartamento T0 no Bonfim, pronto a habitar","825 €","Bonfim - 11 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/3bjxpd2wjlf32-PT/image;s=510x383;q=50"
"1781563374-293","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=18","Apartamento T0 para arrendamento","700 €","Matosinhos E Leça Da Palmeira - 09 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/hd5wqe84bor4-PT/image;s=510x452;q=50"
"1781563374-294","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=18","Para arrendamento","1.100 €","Alfena - 10 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/zfpms190u9k21-PT/image;s=510x384;q=50"
